PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,LA,,,,,,,,,
Location:,"LOS ANGELES, CA",,,,,,,,,
Lat (deg N):,33.93,,,,,,,,,
Long (deg W):,118.4,,,,,,,,,
Elev (m):,32,,,,,,,,,
DC System Size (kW):,1,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.1,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.13,,,,,,,,,
Capacity Factor (%),"18.1	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
3,18,15,809,76,15.6,7.7,571.907,23.733,482.75,464.529
3,18,16,666,54,15,7.7,313.993,19.288,251.77,240.597
3,18,17,264,29,13.9,8.8,68.259,14.155,47.05,40.597
3,18,18,0,0,13.3,9.3,0,13.3,0.00,0
3,18,19,0,0,13.3,7.2,0,13.3,0.00,0
3,18,20,0,0,12.8,5.2,0,12.8,0.00,0
3,18,21,0,0,12.8,2.1,0,12.8,0.00,0
3,18,22,0,0,12.2,4.6,0,12.2,0.00,0
3,18,23,0,0,11.7,3.6,0,11.7,0.00,0
3,19,0,0,0,11.7,4.1,0,11.7,0.00,0
3,19,1,0,0,11.7,2.6,0,11.7,0.00,0
3,19,2,0,0,11.7,2.1,0,11.7,0.00,0
3,19,3,0,0,11.1,0,0,11.1,0.00,0
3,19,4,0,0,10,2.6,0,10,0.00,0
3,19,5,0,0,11.1,4.6,0,11.1,0.00,0
3,19,6,230,28,11.7,6.2,60.591,11.618,42.68,36.316
3,19,7,648,57,13.3,6.2,302.753,17.425,243.69,232.73
3,19,8,802,81,15,3.6,565.331,26.933,469.42,451.661
3,19,9,868,99,15,5.7,779.271,28.688,654.56,629.918
3,19,10,913,97,16.1,8.8,929.469,28.774,784.21,754.06
3,19,11,930,113,15.6,10.3,1024.91,28.303,867.54,833.543
3,19,12,865,114,15.6,12.9,964.759,25.865,826.14,794.086
3,19,13,700,212,15,12.9,875.305,24.252,754.72,725.871
3,19,14,469,233,15.6,14.4,621.837,21.564,541.33,521.034
3,19,15,525,179,15,14.4,509.268,19.717,440.93,424.119
3,19,16,275,123,13.3,14.4,232.436,15.166,198.42,188.615
3,19,17,191,34,12.2,12.9,62.196,12.245,46.03,39.599
3,19,18,0,0,12.2,8.2,0,12.2,0.00,0
3,19,19,0,0,12.2,4.6,0,12.2,0.00,0
3,19,20,0,0,13.3,3.1,0,13.3,0.00,0
3,19,21,0,0,12.8,4.1,0,12.8,0.00,0
3,19,22,0,0,13.3,5.2,0,13.3,0.00,0
3,19,23,0,0,12.8,6.2,0,12.8,0.00,0
3,20,0,0,0,12.2,3.6,0,12.2,0.00,0
3,20,1,0,0,11.7,3.6,0,11.7,0.00,0
3,20,2,0,0,10,3.1,0,10,0.00,0
3,20,3,0,0,8.3,2.6,0,8.3,0.00,0
3,20,4,0,0,7.8,2.1,0,7.8,0.00,0
3,20,5,0,0,8.3,3.1,0,8.3,0.00,0
3,20,6,115,31,9.4,3.1,46.567,8.725,36.68,30.429
3,20,7,67,128,12.2,4.6,151.775,13.954,134.60,126.307
3,20,8,365,186,13.9,5.2,411.711,20.71,355.51,341.395
3,20,9,485,235,15,4.1,633.261,28.092,534.50,514.448
3,20,10,401,280,16.1,3.6,672.503,31.113,561.34,540.306
3,20,11,586,272,16.7,5.7,872.728,32.23,724.93,697.367
3,20,12,736,205,16.1,6.2,951.194,32.446,789.26,758.884
3,20,13,734,200,16.1,6.2,893.981,31.562,744.43,716.029
3,20,14,536,235,16.1,5.2,676.085,29.118,567.89,546.619
3,20,15,286,212,16.1,4.6,394.883,24.032,336.93,323.372
3,20,16,201,133,17.2,5.7,214.745,20.449,181.00,171.619
3,20,17,13,39,13.3,6.2,39.725,13.059,35.36,29.134
3,20,18,0,0,12.2,6.7,0,12.2,0.00,0
3,20,19,0,0,12.2,5.7,0,12.2,0.00,0
3,20,20,0,0,11.7,4.6,0,11.7,0.00,0
3,20,21,0,0,11.1,4.1,0,11.1,0.00,0
3,20,22,0,0,11.1,3.1,0,11.1,0.00,0
3,20,23,0,0,10.6,6.7,0,10.6,0.00,0
3,21,0,0,0,10.6,5.2,0,10.6,0.00,0
3,21,1,0,0,10.6,4.1,0,10.6,0.00,0
3,21,2,0,0,10,4.1,0,10,0.00,0
3,21,3,0,0,10,3.1,0,10,0.00,0
3,21,4,0,0,10,1.5,0,10,0.00,0
3,21,5,0,0,10,0,0,10,0.00,0
3,21,6,3,31,10.6,2.1,29.889,9.361,27.43,21.355
3,21,7,1,46,10.6,3.1,44.011,9.961,40.48,34.162
3,21,8,57,247,12.2,5.2,283.121,16.359,252.48,241.284
3,21,9,11,169,12.2,4.6,171.308,14.793,154.34,145.593
3,21,10,5,156,10.6,3.6,154.419,12.908,140.34,131.917
3,21,11,5,217,10,2.6,215.117,14.103,194.48,184.767
3,21,12,1,385,12.2,6.2,382.093,17.883,339.59,325.953
3,21,13,7,303,12.2,7.7,303.437,16.118,271.84,260.128
3,21,14,193,349,12.2,5.7,514.322,20.71,450.39,433.264
3,21,15,143,153,9.4,8.2,241.82,12.345,218.12,207.822
3,21,16,61,119,11.7,10.3,140.534,12.757,125.42,117.33
3,21,17,116,35,11.1,8.2,51.492,10.957,40.68,34.357
3,21,18,0,0,10.6,11.3,0,10.6,0.00,0
3,21,19,0,0,10,11.3,0,10,0.00,0
3,21,20,0,0,10,7.7,0,10,0.00,0
3,21,21,0,0,10,8.2,0,10,0.00,0
3,21,22,0,0,8.9,3.6,0,8.9,0.00,0
3,21,23,0,0,8.3,3.1,0,8.3,0.00,0
3,22,0,0,0,7.8,0,0,7.8,0.00,0
3,22,1,0,0,8.3,2.6,0,8.3,0.00,0
3,22,2,0,0,7.8,2.1,0,7.8,0.00,0
3,22,3,0,0,6.7,1.5,0,6.7,0.00,0
3,22,4,0,0,7.2,2.1,0,7.2,0.00,0
3,22,5,0,0,7.8,3.1,0,7.8,0.00,0
3,22,6,170,36,8.9,3.1,60.18,8.553,46.19,39.753
3,22,7,535,79,11.1,3.1,288.857,16.501,237.39,226.596
3,22,8,711,112,12.2,4.1,551.266,23.292,467.22,449.535
3,22,9,805,137,13.9,5.2,781.035,28.368,657.57,632.81
3,22,10,847,153,15,5.7,941.546,31.907,782.66,752.578
3,22,11,869,160,14.4,7.7,1028.137,29.858,863.86,830.036
3,22,12,869,161,15.6,10.8,1029.789,28.019,872.90,838.654
3,22,13,852,153,15.6,9.3,947.769,28.243,801.88,770.937
3,22,14,809,138,15.6,8.8,787.774,26.424,669.51,644.268
3,22,15,720,114,15,9.8,561.778,21.991,479.33,461.227
3,22,16,554,80,13.9,8.8,299.765,17.583,245.53,234.524
3,22,17,189,38,13.3,9.3,65.666,13.488,49.01,42.523
3,22,18,0,1,12.8,7.7,0.97,11.83,0.89,0
3,22,19,0,0,12.8,5.2,0,12.8,0.00,0
3,22,20,0,0,12.2,2.6,0,12.2,0.00,0
3,22,21,0,0,13.3,2.1,0,13.3,0.00,0
3,22,22,0,0,12.2,3.1,0,12.2,0.00,0
3,22,23,0,0,10.6,3.6,0,10.6,0.00,0
3,23,0,0,0,10.6,4.6,0,10.6,0.00,0
3,23,1,0,0,10,3.6,0,10,0.00,0
3,23,2,0,0,9.4,4.1,0,9.4,0.00,0
3,23,3,0,0,9.4,2.6,0,9.4,0.00,0
3,23,4,0,0,10,3.1,0,10,0.00,0
3,23,5,1,1,8.9,2.6,0.976,6.977,0.91,0
3,23,6,143,48,9.4,3.1,67.763,9.249,54.52,47.922
3,23,7,413,85,12.8,2.6,248.016,17.496,204.86,194.894
3,23,8,377,193,13.9,2.1,428.375,24.298,364.06,349.692
3,23,9,366,250,15,2.6,550.895,28.237,465.01,447.394
3,23,10,730,180,15,5.7,869.96,30.302,728.86,701.136
3,23,11,929,108,15.6,5.7,1024.559,34.122,843.20,810.351
3,23,12,698,163,15.6,7.2,866.711,29.297,730.20,702.419
3,23,13,5,308,13.9,7.7,306.436,18.342,271.78,260.065
3,23,14,39,174,13.3,0.5,202.717,20.31,178.01,168.703
3,23,15,9,186,13.3,6.2,185.696,15.576,166.64,157.6
3,23,16,5,105,12.8,5.2,102.776,13.722,92.88,85.495
3,23,17,21,24,12.8,5.2,25.839,12.108,22.39,16.415
3,23,18,0,2,12.8,5.7,1.94,11.596,1.77,0
3,23,19,0,0,12.8,4.6,0,12.8,0.00,0
3,23,20,0,0,12.2,3.6,0,12.2,0.00,0
3,23,21,0,0,12.2,2.6,0,12.2,0.00,0
3,23,22,0,0,12.8,3.6,0,12.8,0.00,0
3,23,23,0,0,12.8,6.2,0,12.8,0.00,0
3,24,0,0,0,12.8,3.6,0,12.8,0.00,0
3,24,1,0,0,11.7,2.6,0,11.7,0.00,0
3,24,2,0,0,11.1,3.6,0,11.1,0.00,0
3,24,3,0,0,12.2,4.6,0,12.2,0.00,0
3,24,4,0,0,12.2,5.7,0,12.2,0.00,0
3,24,5,2,1,12.2,4.1,0.98,10.648,0.90,0
3,24,6,296,33,11.1,3.1,75.804,11.17,52.78,46.214
3,24,7,644,62,12.2,3.1,315.074,18.272,254.96,243.7
3,24,8,791,87,14.4,1.5,575.093,30.212,471.29,453.465
3,24,9,868,105,16.7,4.6,799.529,32.659,659.31,634.481
3,24,10,900,117,16.7,5.7,948.045,33.757,780.99,750.986
3,24,11,888,107,16.1,7.7,984.975,30.929,823.34,791.414
3,24,12,806,187,16.7,8.2,997.533,31.154,832.94,800.574
3,24,13,582,235,16.1,7.7,794.492,28.092,672.82,647.442
3,24,14,726,140,16.7,7.2,728.445,27.991,614.63,591.576
3,24,15,47,138,15,4.6,163.833,18.287,144.64,136.117
3,24,16,326,109,16.7,4.1,240.674,20.819,198.76,188.946
3,24,17,58,52,17.2,4.1,59.42,17.52,49.72,43.222
3,24,18,3,0,15,4.1,0.017,13.593,0.02,0
3,24,19,0,0,13.9,1.5,0,13.9,0.00,0
3,24,20,0,0,12.2,6.2,0,12.2,0.00,0
3,24,21,0,0,12.8,4.1,0,12.8,0.00,0
3,24,22,0,0,13.9,4.1,0,13.9,0.00,0
3,24,23,0,0,14.4,2.1,0,14.4,0.00,0
3,25,0,0,0,13.9,2.1,0,13.9,0.00,0
3,25,1,0,0,13.3,0,0,13.3,0.00,0
3,25,2,0,0,10.6,2.1,0,10.6,0.00,0
3,25,3,0,0,8.9,3.1,0,8.9,0.00,0
3,25,4,0,0,10,0,0,10,0.00,0
3,25,5,0,1,9.4,2.1,0.97,7.333,0.90,0
3,25,6,40,48,11.1,2.1,52.059,10.488,45.56,39.136
3,25,7,297,123,15.6,2.1,240.892,20.38,200.54,190.684
3,25,8,479,188,18.9,2.1,492.156,30.883,404.90,389.258
3,25,9,584,236,21.1,3.1,716.167,37.442,577.61,555.973
3,25,10,643,266,20.6,3.6,882.109,40.23,703.80,677.133
3,25,11,673,280,20,6.7,971.43,35.95,792.34,761.829
3,25,12,678,280,20,6.2,976.04,36.921,792.27,761.758
3,25,13,650,266,20.6,8.2,887.737,33.495,732.42,704.544
3,25,14,583,236,18.9,7.2,714.359,30.09,597.26,574.878
3,25,15,479,189,18.9,8.2,492.086,25.774,414.77,398.811
3,25,16,296,124,18.9,8.2,240.774,21.909,198.99,189.168
3,25,17,41,48,16.7,7.7,52.064,16.713,44.27,37.871
3,25,18,0,1,17.8,7.2,0.97,16.83,0.87,0
3,25,19,0,0,17.8,3.1,0,17.8,0.00,0
3,25,20,0,0,17.2,3.1,0,17.2,0.00,0
3,25,21,0,0,16.7,3.1,0,16.7,0.00,0
3,25,22,0,0,15.6,2.6,0,15.6,0.00,0
3,25,23,0,0,13.9,3.6,0,13.9,0.00,0
3,26,0,0,0,12.8,2.6,0,12.8,0.00,0
3,26,1,0,0,11.7,1.5,0,11.7,0.00,0
3,26,2,0,0,11.1,0,0,11.1,0.00,0
3,26,3,0,0,10.6,1.5,0,10.6,0.00,0
3,26,4,0,0,10,1.5,0,10,0.00,0
3,26,5,0,1,11.7,0,0.97,7.659,0.90,0
3,26,6,38,50,12.8,2.1,53.767,12.268,46.86,40.414
3,26,7,285,128,16.1,2.1,242.022,20.92,201.58,191.694
3,26,8,467,195,19.4,2.1,493.029,31.404,404.86,389.222
3,26,9,576,245,22.2,1.5,720.28,42.349,566.79,545.553
3,26,10,634,276,22.2,3.6,883.712,41.83,699.39,672.911
3,26,11,612,287,20,4.6,918.219,38.884,738.06,709.941
3,26,12,617,287,18.9,6.7,924.067,34.104,760.61,731.509
3,26,13,589,273,19.4,6.7,838.259,33.207,692.61,666.41
3,26,14,560,244,18.9,7.7,704.751,29.415,591.22,569.068
3,26,15,458,195,17.8,7.2,485.515,25.176,410.61,394.786
3,26,16,201,124,17.2,7.2,204.487,19.897,172.49,163.312
3,26,17,31,40,16.1,6.2,42.77,15.932,36.64,30.392
3,26,18,0,1,14.4,4.6,0.97,13.061,0.88,0
3,26,19,0,0,13.9,7.2,0,13.9,0.00,0
3,26,20,0,0,13.3,2.6,0,13.3,0.00,0
3,26,21,0,0,13.3,4.1,0,13.3,0.00,0
3,26,22,0,0,12.8,2.6,0,12.8,0.00,0
3,26,23,0,0,12.2,1.5,0,12.2,0.00,0
3,27,0,0,0,12.2,2.6,0,12.2,0.00,0
3,27,1,0,0,11.7,2.1,0,11.7,0.00,0
3,27,2,0,0,11.7,2.6,0,11.7,0.00,0
3,27,3,0,0,10.6,4.6,0,10.6,0.00,0
3,27,4,0,0,10.6,4.1,0,10.6,0.00,0
3,27,5,0,1,11.1,3.6,0.97,9.43,0.90,0
3,27,6,54,49,11.7,4.1,56.031,11.354,48.20,41.73
3,27,7,3,90,13.3,4.1,87.11,13.778,78.75,71.664
3,27,8,294,191,14.4,4.1,378.717,21.342,327.14,313.868
3,27,9,198,265,16.7,2.6,428.975,26.795,365.03,350.625
3,27,10,659,257,17.2,5.2,889.709,33.551,733.89,705.949
3,27,11,764,195,17.8,6.2,973.564,34.562,799.55,768.707
3,27,12,792,195,17.2,7.7,1000.095,32.294,830.50,798.24
3,27,13,778,187,17.2,7.2,923.515,31.783,768.27,738.825
3,27,14,522,239,16.1,6.2,669.875,27.676,566.71,545.478
3,27,15,602,137,15.6,6.2,515.474,24.193,436.31,419.654
3,27,16,468,96,15,5.2,281.182,19.893,229.97,219.365
3,27,17,144,45,13.3,4.6,64.771,13.704,50.63,44.113
3,27,18,0,0,12.8,4.6,0,12.8,0.00,0
3,27,19,0,0,12.8,5.2,0,12.8,0.00,0
3,27,20,0,0,12.2,2.6,0,12.2,0.00,0
3,27,21,0,0,12.8,1.5,0,12.8,0.00,0
3,27,22,0,0,12.8,1.5,0,12.8,0.00,0
3,27,23,0,0,13.3,3.1,0,13.3,0.00,0
3,28,0,0,0,13.3,4.1,0,13.3,0.00,0
3,28,1,0,0,13.3,3.6,0,13.3,0.00,0
3,28,2,0,0,12.2,2.6,0,12.2,0.00,0
3,28,3,0,0,11.7,3.1,0,11.7,0.00,0
3,28,4,0,0,11.1,2.6,0,11.1,0.00,0
3,28,5,3,2,11.1,1.5,1.952,8.856,1.81,0
3,28,6,274,41,11.7,2.1,82.579,11.948,59.76,53.055
3,28,7,600,76,15,0,319.141,26.2,251.62,240.453
3,28,8,760,105,18.3,2.1,582.572,32.848,472.50,454.632
3,28,9,837,126,19.4,2.1,804.645,40.27,639.31,615.276
3,28,10,876,139,22.2,4.1,961.893,42.771,757.51,728.546
3,28,11,887,145,22.8,6.2,1029.007,40.635,819.82,788.056
3,28,12,862,163,19.4,5.7,1030.274,38.256,830.73,798.467
3,28,13,865,139,19.4,6.7,948.308,35.132,776.02,746.238
3,28,14,821,125,17.2,8.8,785.66,28.015,662.76,637.786
3,28,15,743,104,16.7,8.2,565.758,24.684,476.61,458.605
3,28,16,599,75,16.1,7.2,311.834,20.566,251.27,240.104
3,28,17,265,40,15,6.2,77.386,15.555,54.85,48.245
3,28,18,2,2,14.4,5.7,1.94,13.288,1.76,0
3,28,19,0,0,14.4,4.6,0,14.4,0.00,0
3,28,20,0,0,13.9,3.1,0,13.9,0.00,0
3,28,21,0,0,15,3.1,0,15,0.00,0
3,28,22,0,0,13.9,0,0,13.9,0.00,0
3,28,23,0,0,13.3,1.5,0,13.3,0.00,0
3,29,0,0,0,11.7,4.1,0,11.7,0.00,0
3,29,1,0,0,11.1,2.1,0,11.1,0.00,0
3,29,2,0,0,11.7,3.1,0,11.7,0.00,0
3,29,3,0,0,11.7,3.1,0,11.7,0.00,0
3,29,4,0,0,11.1,3.1,0,11.1,0.00,0
3,29,5,12,3,11.1,3.1,2.956,9.386,2.73,0
3,29,6,405,34,13.3,2.6,96.766,13.944,64.59,57.791
3,29,7,713,59,17.8,2.1,347.282,25.563,272.72,260.984
3,29,8,847,81,19.4,2.1,612.105,34.762,491.33,472.813
3,29,9,912,97,21.1,3.6,830.465,39.394,662.64,637.67
3,29,10,948,107,22.8,2.6,988.986,47.189,761.19,732.062
3,29,11,953,112,22.2,5.7,1060.052,41.545,840.66,807.93
3,29,12,953,112,22.2,5.7,1058.438,41.613,839.08,806.427
3,29,13,900,105,20,6.2,938.371,36.384,763.12,733.905
3,29,14,856,87,20.6,5.7,768.657,34.653,627.70,604.133
3,29,15,663,116,18.9,7.7,530.37,26.705,443.06,426.18
3,29,16,421,111,18.3,6.7,278.393,22.428,226.65,216.131
3,29,17,123,54,17.2,4.6,70.566,17.774,56.01,49.383
3,29,18,4,3,17.2,4.1,2.91,15.919,2.61,0
3,29,19,0,0,17.2,3.1,0,17.2,0.00,0
3,29,20,0,0,15.6,2.6,0,15.6,0.00,0
3,29,21,0,0,16.7,2.6,0,16.7,0.00,0
3,29,22,0,0,16.7,2.6,0,16.7,0.00,0
3,29,23,0,0,15.6,3.6,0,15.6,0.00,0
3,30,0,0,0,14.4,3.6,0,14.4,0.00,0
3,30,1,0,0,13.9,2.6,0,13.9,0.00,0
3,30,2,0,0,13.9,3.1,0,13.9,0.00,0
3,30,3,0,0,15,3.6,0,15,0.00,0
3,30,4,0,0,14.4,4.6,0,14.4,0.00,0
3,30,5,0,2,12.8,3.1,1.94,11.096,1.78,0
3,30,6,20,64,15.6,4.1,64.78,15.507,57.07,50.42
3,30,7,254,126,17.8,5.2,229.994,21.039,192.41,182.751
3,30,8,332,271,20.6,5.7,486.346,28.59,406.85,391.142
3,30,9,509,284,22.2,3.6,710.967,37.633,573.33,551.855
3,30,10,595,301,23.3,3.6,877.336,42.747,691.18,665.042
3,30,11,448,357,25.6,2.6,832.512,46.411,643.87,619.663
3,30,12,610,354,25,6.7,987.166,41.203,784.25,754.097
3,30,13,436,334,23.3,6.7,762.344,35.977,621.46,598.133
3,30,14,472,349,20.6,7.2,737.739,32.05,611.57,588.63
3,30,15,301,252,20,6.7,443.597,27.112,373.45,358.795
3,30,16,245,160,18.9,7.7,257.212,22.25,214.95,204.728
3,30,17,60,49,16.7,7.2,56.082,16.803,46.79,40.341
3,30,18,0,1,16.7,6.2,0.97,15.627,0.87,0
3,30,19,0,0,15.6,3.1,0,15.6,0.00,0
3,30,20,0,0,15.6,3.1,0,15.6,0.00,0
3,30,21,0,0,15.6,1.5,0,15.6,0.00,0
3,30,22,0,0,15,3.1,0,15,0.00,0
3,30,23,0,0,15.6,2.6,0,15.6,0.00,0
3,31,0,0,0,15,1.5,0,15,0.00,0
3,31,1,0,0,13.9,2.6,0,13.9,0.00,0
3,31,2,0,0,14.4,2.6,0,14.4,0.00,0
3,31,3,0,0,14.4,3.1,0,14.4,0.00,0
3,31,4,0,0,13.3,1.5,0,13.3,0.00,0
3,31,5,6,6,12.8,2.6,5.84,11.08,5.35,0
3,31,6,265,55,17.8,3.6,96.993,18.484,71.18,64.244
3,31,7,618,84,20,4.1,338.951,26.139,268.58,256.957
3,31,8,772,84,22.2,4.1,572.777,33.801,462.47,444.938
3,31,9,820,123,25,2.6,792.632,44.155,617.55,594.381
3,31,10,814,134,25.6,2.1,903.424,49.222,687.99,661.982
3,31,11,806,175,25,5.2,991.833,44.02,776.66,746.844
3,31,12,754,236,22.8,5.2,1008.367,42.254,796.80,766.083
3,31,13,785,185,24.4,6.2,929.013,40.601,739.79,711.589
3,31,14,823,104,23.9,6.2,765.42,37.203,617.36,594.191
3,31,15,609,169,22.8,5.7,549.459,32.696,447.08,430.07
3,31,16,526,114,20,5.2,321.351,25.774,256.13,244.835
3,31,17,95,54,17.2,4.1,65.65,17.827,53.15,46.584
3,31,18,4,3,15.2,3.6,2.91,13.805,2.63,0
3,31,19,0,0,14.8,2.5,0,14.8,0.00,0
3,31,20,0,0,14.1,3.3,0,14.1,0.00,0
3,31,21,0,0,13.5,3,0,13.5,0.00,0
3,31,22,0,0,13.1,3,0,13.1,0.00,0
3,31,23,0,0,13,3.1,0,13,0.00,0
4,1,0,0,0,12.6,4.1,0,12.6,0.00,0
4,1,1,0,0,12.3,4.5,0,12.3,0.00,0
4,1,2,0,0,12.1,3.6,0,12.1,0.00,0
4,1,3,0,0,11.8,3.6,0,11.8,0.00,0
4,1,4,0,0,11.2,3.6,0,11.2,0.00,0
4,1,5,0,1,10.9,4,0.97,9.308,0.90,0
4,1,6,304,49,12.2,6.2,98.391,12.694,72.03,65.084
4,1,7,664,99,12.8,6.2,375.234,18.223,309.53,296.766
4,1,8,401,168,13.9,5.7,430.345,21.002,371.79,357.181
4,1,9,842,90,15.6,8.8,773.357,25.811,659.57,634.726
4,1,10,868,97,15,9.3,909.706,26.932,774.67,744.947
4,1,11,881,109,15.6,10.8,989.863,27.458,841.38,808.619
4,1,12,891,106,16.1,12.4,993.918,26.971,846.77,813.753
4,1,13,880,95,16.7,11.3,911.09,27.32,774.31,744.602
4,1,14,841,90,16.1,10.3,761.079,25.463,649.71,625.27
4,1,15,750,89,15.6,11.3,553.701,21.82,472.49,454.619
4,1,16,616,71,15,11.3,314.052,18.249,255.37,244.095
4,1,17,337,37,13.9,8.8,84.9,14.387,57.88,51.214
4,1,18,4,1,12.8,10.3,0.97,12.009,0.89,0
4,1,19,0,0,12.2,8.8,0,12.2,0.00,0
4,1,20,0,0,12.2,7.7,0,12.2,0.00,0
4,1,21,0,0,11.7,6.7,0,11.7,0.00,0
4,1,22,0,0,11.7,4.6,0,11.7,0.00,0
4,1,23,0,0,11.7,5.7,0,11.7,0.00,0
4,2,0,0,0,11.7,3.6,0,11.7,0.00,0
4,2,1,0,0,12.2,4.6,0,12.2,0.00,0
4,2,2,0,0,11.7,4.1,0,11.7,0.00,0
4,2,3,0,0,11.7,6.7,0,11.7,0.00,0
4,2,4,0,0,10.6,6.2,0,10.6,0.00,0
4,2,5,0,1,10.6,8.8,0.97,9.641,0.89,0
4,2,6,339,49,11.1,6.2,104.805,11.695,76.16,69.128
4,2,7,594,94,12.2,5.2,343.33,17.61,284.67,272.601
4,2,8,722,138,13.3,3.1,603.514,26.844,505.42,486.409
4,2,9,761,158,14.4,4.1,788.402,31.173,655.77,631.083
4,2,10,790,160,15.6,4.6,911.66,34.19,749.68,721.052
4,2,11,759,197,15,4.6,975.717,35.093,799.26,768.432
4,2,12,816,162,15.6,6.7,987.393,31.879,821.63,789.787
4,2,13,790,150,15,5.2,893.443,32.27,741.52,713.244
4,2,14,733,146,14.4,7.2,741.703,25.979,631.99,608.255
4,2,15,629,136,14.4,5.2,530.479,24.403,448.54,431.482
4,2,16,472,103,14.4,4.6,289.318,19.894,237.09,226.298
4,2,17,179,51,13.3,5.2,74.879,13.855,57.77,51.105
4,2,18,1,0,12.8,4.1,0,12.8,0.00,0
4,2,19,0,0,12.8,3.1,0,12.8,0.00,0
4,2,20,0,0,13.3,2.1,0,13.3,0.00,0
4,2,21,0,0,12.8,1.5,0,12.8,0.00,0
4,2,22,0,0,13.3,1.5,0,13.3,0.00,0
4,2,23,0,0,12.8,0,0,12.8,0.00,0
4,3,0,0,0,10.6,2.6,0,10.6,0.00,0
4,3,1,0,0,11.1,2.6,0,11.1,0.00,0
4,3,2,0,0,10,2.6,0,10,0.00,0
4,3,3,0,0,10,2.6,0,10,0.00,0
4,3,4,0,0,10,2.6,0,10,0.00,0
4,3,5,10,2,10.6,2.6,1.968,8.732,1.82,0
4,3,6,281,51,11.7,2.6,98.02,12.348,73.08,66.113
4,3,7,551,93,13.3,1.5,326.106,21.21,266.59,255.015
4,3,8,692,113,15,0,560.019,36.581,447.18,430.167
4,3,9,743,135,15.6,4.1,748.627,31.423,621.91,598.568
4,3,10,823,130,16.1,4.6,911.413,34.614,747.91,719.359
4,3,11,857,125,16.1,5.7,984.752,33.967,811.14,779.775
4,3,12,817,144,16.1,5.7,969.685,33.797,799.38,768.551
4,3,13,764,155,16.1,6.7,875.076,30.532,732.43,704.547
4,3,14,695,154,16.1,6.7,720.327,27.881,608.34,585.529
4,3,15,597,140,15.6,7.2,515.144,23.435,437.76,421.058
4,3,16,472,104,14.4,7.2,290.225,18.453,239.47,228.622
4,3,17,225,48,13.3,6.7,79.149,13.799,59.07,52.382
4,3,18,4,1,12.8,6.2,0.97,11.709,0.89,0
4,3,19,0,0,12.8,3.6,0,12.8,0.00,0
4,3,20,0,0,12.8,3.6,0,12.8,0.00,0
4,3,21,0,0,12.8,3.6,0,12.8,0.00,0
4,3,22,0,0,11.7,3.1,0,11.7,0.00,0
4,3,23,0,0,12.8,1,0,12.8,0.00,0
4,4,0,0,0,12.2,2.6,0,12.2,0.00,0
4,4,1,0,0,11.1,2.1,0,11.1,0.00,0
4,4,2,0,0,11.1,2.1,0,11.1,0.00,0
4,4,3,0,0,11.7,2.1,0,11.7,0.00,0
4,4,4,0,0,10.6,2.6,0,10.6,0.00,0
4,4,5,11,4,10.6,0,3.909,6.587,3.65,0
4,4,6,294,49,12.2,1.5,98.894,12.954,72.92,65.948
4,4,7,504,117,14.4,0,329.987,26.166,265.52,253.978
4,4,8,384,236,16.1,0,485.506,35.17,393.04,377.773
4,4,9,279,349,16.1,3.6,590.307,28.978,497.25,478.527
4,4,10,230,431,16.1,3.1,660.613,31.51,550.61,529.976
4,4,11,483,371,16.1,4.1,882.471,34.917,723.52,696.024
4,4,12,491,372,16.7,7.2,889.207,30.616,744.49,716.092
4,4,13,572,296,16.1,7.7,847.151,28.787,715.16,688.012
4,4,14,622,207,15.6,7.2,717.586,26.763,609.54,586.684
4,4,15,622,151,15.6,6.7,541.302,24.248,458.33,440.944
4,4,16,204,131,14.4,6.7,211.164,17.383,180.38,171.011
4,4,17,6,37,13.9,7.2,35.938,13.605,32.23,26.063
4,4,18,6,1,13.3,5.2,0.97,12.029,0.89,0
4,4,19,0,0,13.3,5.7,0,13.3,0.00,0
4,4,20,0,0,13.3,4.1,0,13.3,0.00,0
4,4,21,0,0,12.8,3.1,0,12.8,0.00,0
4,4,22,0,0,12.8,2.6,0,12.8,0.00,0
4,4,23,0,0,12.2,3.6,0,12.2,0.00,0
4,5,0,0,0,12.8,0,0,12.8,0.00,0
4,5,1,0,0,11.7,2.6,0,11.7,0.00,0
4,5,2,0,0,10.6,3.6,0,10.6,0.00,0
4,5,3,0,0,11.7,3.1,0,11.7,0.00,0
4,5,4,0,0,10.6,2.6,0,10.6,0.00,0
4,5,5,0,2,11.1,2.6,1.94,9.244,1.79,0
4,5,6,44,55,12.2,3.1,60.158,11.907,52.37,45.815
4,5,7,26,142,13.3,3.6,149.191,15.247,133.29,125.021
4,5,8,261,269,15,2.1,442.345,25.436,376.44,361.693
